".id"	"Name"	"Ideology"	"Icon"	"City"	"State"	"Latitude"	"Longitude"	"Location"	"city"
"159"	"Traditionalist Youth Network at Indiana University"	"White Nationalist"	"white-nationalist"	"Bloomington"	"Indiana"	39.165325	-86.526385	"(39.165325, -86.526385)"	"Lafayette, IN"
"159"	"Crew 38"	"Racist Skinhead"	"racist-skinhead"	"Birmingham"	"Alabama"	33.52	-86.8	"(33.52, -86.8)"	"Lafayette, IN"
"159"	"Southern National Congress"	"Neo-Confederate"	"neo-confederate"	""	"Tennessee"	35.898723	-86.962408	"(35.898723, -86.962408)"	"Lafayette, IN"
"159"	"All Eyes On Egipt Bookstore"	"Black Separatist"	"black-separatist"	"Chicago"	"Illinois"	41.75	-87.58	"(41.75, -87.58)"	"Lafayette, IN"
"159"	"Nation of Islam"	"Black Separatist"	"black-separatist"	"Chicago"	"Illinois"	41.759792	-87.564304	"(41.759792, -87.564304)"	"Lafayette, IN"
"159"	"Citizen Warrior"	"Anti-Muslim"	"anti-muslim"	"Nashville"	"Tennessee"	36.17	-86.78	"(36.17, -86.78)"	"Lafayette, IN"
"159"	"National Socialist Movement"	"Neo-Nazi"	"neo-nazi"	""	"Alabama"	32.31	-86.9	"(32.31, -86.9)"	"Lafayette, IN"
"159"	"Southern Mountain Knights of the Ku Klux Klan"	"Ku Klux Klan"	"kkk"	"Nashville"	"Tennessee"	36.16647	-86.783736	"(36.16647, -86.783736)"	"Lafayette, IN"
"159"	"Crew 38"	"Racist Skinhead"	"racist-skinhead"	""	"Indiana"	40.26	-86.123543	"(40.26, -86.123543)"	"Lafayette, IN"
"159"	"Ecclesiastical Council for the Restoration of Covenant Israel (ECRCI)"	"Christian Identity"	"christian-identity"	"Chicago"	"Illinois"	41.85	-87.65	"(41.85, -87.65)"	"Lafayette, IN"
"159"	"National Socialist Movement"	"Neo-Nazi"	"neo-nazi"	"Chicago"	"Illinois"	41.87	-87.62	"(41.87, -87.62)"	"Lafayette, IN"
"159"	"Southern National Congress"	"Neo-Confederate"	"neo-confederate"	"Fruit Hill"	"Kentucky"	37	-87.36	"(37.0, -87.36)"	"Lafayette, IN"
"159"	"Tea Party Nation"	"General Hate"	"other"	"Franklin"	"Tennessee"	35.861207	-86.863581	"(35.861207, -86.863581)"	"Lafayette, IN"
"159"	"Nation of Islam"	"Black Separatist"	"black-separatist"	"Indianapolis"	"Indiana"	39.802988	-86.103918	"(39.802988, -86.103918)"	"Lafayette, IN"
"159"	"Southern National Congress"	"Neo-Confederate"	"neo-confederate"	"Wetumpka"	"Alabama"	32.543744	-86.211912	"(32.543744, -86.211912)"	"Lafayette, IN"
"159"	"Confederate Hammerskins"	"Racist Skinhead"	"racist-skinhead"	"Huntsville"	"Alabama"	34.73	-86.58	"(34.73, -86.58)"	"Lafayette, IN"
"159"	"United Northern and Southern Knights of the Ku Klux Klan"	"Ku Klux Klan"	"kkk"	"Chicago"	"Illinois"	41.947205	-87.746807	"(41.947205, -87.746807)"	"Lafayette, IN"
"159"	"League of the South"	"Neo-Confederate"	"neo-confederate"	"Crofton"	"Kentucky"	37.047821	-87.485002	"(37.047821, -87.485002)"	"Lafayette, IN"
"159"	"Aryan Nations OH"	"Neo-Nazi"	"neo-nazi"	""	"Tennessee"	35.51	-86.58	"(35.51, -86.58)"	"Lafayette, IN"
"159"	"National Socialist Movement"	"Neo-Nazi"	"neo-nazi"	""	"Tennessee"	35.51	-86.58	"(35.51, -86.58)"	"Lafayette, IN"
"159"	"Ku Klos Knights of the Ku Klux Klan"	"Ku Klux Klan"	"kkk"	"Kokomo"	"Indiana"	40.53	-86.18	"(40.53, -86.18)"	"Lafayette, IN"
"159"	"National Youth Front"	"White Nationalist"	"white-nationalist"	"Indianapolis"	"Indiana"	39.76	-86.15	"(39.76, -86.15)"	"Lafayette, IN"
"160"	"Nation of Islam"	"Black Separatist"	"black-separatist"	"Pine Bluff"	"Arkansas"	34.228431	-92.003195	"(34.228431, -92.003195)"	"Lafayette, LA"
"160"	"Faith Baptist Church and Ministry"	"Christian Identity"	"christian-identity"	"Houston"	"Missouri"	37.326158	-91.955988	"(37.326158, -91.955988)"	"Lafayette, LA"
"160"	"Southern National Congress"	"Neo-Confederate"	"neo-confederate"	"West Plains"	"Missouri"	36.72	-91.85	"(36.72, -91.85)"	"Lafayette, LA"
"160"	"Aryan Terror Brigade"	"Racist Skinhead"	"racist-skinhead"	""	"Arkansas"	35.198781	-91.83	"(35.198781, -91.83)"	"Lafayette, LA"
"160"	"Southern National Congress"	"Neo-Confederate"	"neo-confederate"	"incomplete"	"Louisiana"	30.98	-91.96	"(30.98, -91.96)"	"Lafayette, LA"
"160"	"Aryan Terror Brigade"	"Racist Skinhead"	"racist-skinhead"	""	"Louisiana"	30.997034	-91.96	"(30.997034, -91.96)"	"Lafayette, LA"
"160"	"Aryan Strikeforce"	"Racist Skinhead"	"racist-skinhead"	""	"Missouri"	37.96	-91.825104	"(37.96, -91.825104)"	"Lafayette, LA"
"160"	"White Boy Society"	"White Nationalist"	"white-nationalist"	""	"Missouri"	37.96	-91.826134	"(37.96, -91.826134)"	"Lafayette, LA"
"160"	"Creativity Alliance"	"Neo-Nazi"	"neo-nazi"	""	"Arkansas"	35.2	-91.833	"(35.2, -91.833)"	"Lafayette, LA"
"160"	"Creativity Movement"	"Neo-Nazi"	"neo-nazi"	""	"Missouri"	37.96	-91.83	"(37.96, -91.83)"	"Lafayette, LA"
"160"	"National Socialist Movement"	"Neo-Nazi"	"neo-nazi"	""	"Louisiana"	30.98	-91.967583	"(30.98, -91.967583)"	"Lafayette, LA"
"160"	"Loyal White Knights of the Ku Klux Klan"	"Ku Klux Klan"	"kkk"	""	"Louisiana"	30.436229	-91.178501	"(30.436229, -91.178501)"	"Lafayette, LA"
"160"	"Aryan Terror Brigade"	"Racist Skinhead"	"racist-skinhead"	""	"Missouri"	37.962877	-91.83	"(37.962877, -91.83)"	"Lafayette, LA"
"160"	"Tightrope"	"Racist Music"	"racist-music"	"Calico Rock"	"Arkansas"	36.119514	-92.135986	"(36.119514, -92.135986)"	"Lafayette, LA"
"160"	"Aryan Nations LA"	"Neo-Nazi"	"neo-nazi"	""	"Arkansas"	35.1985	-91.83	"(35.1985, -91.83)"	"Lafayette, LA"
"160"	"Free America Rally"	"White Nationalist"	"white-nationalist"	"Incomplete"	"Louisiana"	30.984297	-91.962332	"(30.984297, -91.962332)"	"Lafayette, LA"
"160"	"Forssaken Motorcycle Club"	"Neo-Nazi"	"neo-nazi"	"Center Ridge"	"Arkansas"	35.37387	-92.563537	"(35.37387, -92.563537)"	"Lafayette, LA"
"160"	"Supreme White Alliance"	"Racist Skinhead"	"racist-skinhead"	""	"Missouri"	37.956109	-91.83	"(37.956109, -91.83)"	"Lafayette, LA"
"160"	"Southern National Congress"	"Neo-Confederate"	"neo-confederate"	"Incomplete"	"Arkansas"	35.2	-91.83	"(35.2, -91.83)"	"Lafayette, LA"
"160"	"League of the South"	"Neo-Confederate"	"neo-confederate"	"West Plains"	"Missouri"	36.728115	-91.852371	"(36.728115, -91.852371)"	"Lafayette, LA"
"160"	"National Socialist Freedom Movement"	"Neo-Nazi"	"neo-nazi"	""	"Louisiana"	30.984673	-91.96	"(30.984673, -91.96)"	"Lafayette, LA"
"161"	"Knights of the Ku Klux Klan"	"Ku Klux Klan"	"kkk"	"Harrison"	"Arkansas"	36.226827	-93.107676	"(36.226827, -93.107676)"	"Lake Charles, LA"
"161"	"Parents Action League"	"Anti-LGBT"	"anti-lgbt"	"Champlin"	"Minnesota"	45.188853	-93.397453	"(45.188853, -93.397453)"	"Lake Charles, LA"
"161"	"National Socialist Movement"	"Neo-Nazi"	"neo-nazi"	""	"Iowa"	41.87	-93.09	"(41.87, -93.09)"	"Lake Charles, LA"
"161"	"Tony Alamo Christian Ministries"	"General Hate"	"other"	"Texarkana"	"Texas"	33.425125	-94.047688	"(33.425125, -94.047688)"	"Lake Charles, LA"
"161"	"Thomas Robb Ministries"	"Christian Identity"	"christian-identity"	"Bergman"	"Arkansas"	36.326745	-93.011942	"(36.326745, -93.011942)"	"Lake Charles, LA"
"161"	"Aryan Nations Knights of the Ku Klux Klan"	"Ku Klux Klan"	"kkk"	"Converse"	"Louisiana"	31.781558	-93.693794	"(31.781558, -93.693794)"	"Lake Charles, LA"
"161"	"Tony Alamo Christian Ministries"	"General Hate"	"other"	"Fouke"	"Arkansas"	33.261239	-93.885459	"(33.261239, -93.885459)"	"Lake Charles, LA"
"161"	"Aryan Strikeforce"	"Racist Skinhead"	"racist-skinhead"	""	"Iowa"	41.874163	-93.09	"(41.874163, -93.09)"	"Lake Charles, LA"
"161"	"National Socialist Movement"	"Neo-Nazi"	"neo-nazi"	"Springfield"	"Missouri"	37.2	-93.29	"(37.2, -93.29)"	"Lake Charles, LA"
"161"	"League of the South"	"Neo-Confederate"	"neo-confederate"	"Logansport"	"Louisiana"	31.975445	-93.997967	"(31.975445, -93.997967)"	"Lake Charles, LA"
"161"	"Ozark Craft LC"	"General Hate"	"other"	"Harrison"	"Arkansas"	36.229793	-93.107676	"(36.229793, -93.107676)"	"Lake Charles, LA"
"161"	"Nation of Islam"	"Black Separatist"	"black-separatist"	"Shreveport"	"Louisiana"	32.453718	-93.76491	"(32.453718, -93.76491)"	"Lake Charles, LA"
"161"	"Aryan Nations LA"	"Neo-Nazi"	"neo-nazi"	"Converse"	"Louisiana"	31.78	-93.69	"(31.78, -93.69)"	"Lake Charles, LA"
"161"	"Vinlanders Minnesota"	"Racist Skinhead"	"racist-skinhead"	""	"Minnesota"	44.897318	-93.102714	"(44.897318, -93.102714)"	"Lake Charles, LA"
"161"	"Weisman Publications"	"Christian Identity"	"christian-identity"	"Apple Valley"	"Minnesota"	44.731909	-93.21772	"(44.731909, -93.21772)"	"Lake Charles, LA"
"161"	"Forssaken Motorcycle Club"	"Neo-Nazi"	"neo-nazi"	"Center Ridge"	"Arkansas"	35.37387	-92.563537	"(35.37387, -92.563537)"	"Lake Charles, LA"
"161"	"Church of the Sons of Yhvh"	"Christian Identity"	"christian-identity"	"Converse"	"Louisiana"	31.771558	-93.693794	"(31.771558, -93.693794)"	"Lake Charles, LA"
"161"	"Israelite Church of God in Jesus Christ"	"Black Separatist"	"black-separatist"	"Minneapolis"	"Minnesota"	44.994487	-93.298397	"(44.994487, -93.298397)"	"Lake Charles, LA"
"161"	"Christian Revival Center"	"Christian Identity"	"christian-identity"	"Harrison"	"Arkansas"	36.22	-93.1	"(36.22, -93.1)"	"Lake Charles, LA"
"161"	"National Socialist Movement"	"Neo-Nazi"	"neo-nazi"	"Minneapolis"	"Minnesota"	44.97	-93.26	"(44.97, -93.26)"	"Lake Charles, LA"
"161"	"Kingdom Identity Ministries"	"Christian Identity"	"christian-identity"	"Harrison"	"Arkansas"	36.229999	-93.11	"(36.229999, -93.11)"	"Lake Charles, LA"
"161"	"White Pride Home School Resource Center"	"General Hate"	"other"	"Bergman"	"Arkansas"	36.316745	-93.011942	"(36.316745, -93.011942)"	"Lake Charles, LA"
"161"	"The Remnant Press"	"Radical Traditional Catholicism"	"rad-trad-catholicism"	"Forest Lake"	"Minnesota"	45.283142	-93.010751	"(45.283142, -93.010751)"	"Lake Charles, LA"
"161"	"KKKRadio"	"Ku Klux Klan"	"kkk"	"Harrison"	"Arkansas"	36.222673	-93.1	"(36.222673, -93.1)"	"Lake Charles, LA"
"161"	"Soldiers Of the Cross Training Institute"	"Ku Klux Klan"	"kkk"	"Harrison"	"Arkansas"	36.225996	-93.107676	"(36.225996, -93.107676)"	"Lake Charles, LA"
"161"	"Knights Party Veterans League"	"Ku Klux Klan"	"kkk"	"Harrison"	"Arkansas"	36.229793	-93.102264	"(36.229793, -93.102264)"	"Lake Charles, LA"
"161"	"Heritage Connection"	"Racist Music"	"racist-music"	"Harrison"	"Arkansas"	36.229793	-93.096085	"(36.229793, -93.096085)"	"Lake Charles, LA"
"162"	"Southern National Congress"	"Neo-Confederate"	"neo-confederate"	""	"Mississippi"	32.80735	-89.474217	"(32.80735, -89.474217)"	"Lake County, IL"
"162"	"Aryan Nations LA"	"Neo-Nazi"	"neo-nazi"	""	"Mississippi"	32.35	-89.39	"(32.35, -89.39)"	"Lake County, IL"
"162"	"Heterosexuals Organized for a Moral Environment (H.O.M.E.)"	"Anti-LGBT"	"anti-lgbt"	"Downers Grove"	"Illinois"	41.81329	-88.021633	"(41.81329, -88.021633)"	"Lake County, IL"
"162"	"Nation of Islam"	"Black Separatist"	"black-separatist"	"Rockford"	"Illinois"	42.247361	-89.080022	"(42.247361, -89.080022)"	"Lake County, IL"
"162"	"White Boy Society"	"White Nationalist"	"white-nationalist"	""	"Wisconsin"	43.78324	-88.78	"(43.78324, -88.78)"	"Lake County, IL"
"162"	"Americans for Truth About Homosexuality"	"Anti-LGBT"	"anti-lgbt"	"Naperville"	"Illinois"	41.774855	-88.148077	"(41.774855, -88.148077)"	"Lake County, IL"
"162"	"League of the South"	"Neo-Confederate"	"neo-confederate"	"Collinsville"	"Mississippi"	32.497918	-88.845883	"(32.497918, -88.845883)"	"Lake County, IL"
"162"	"National Socialist Movement"	"Neo-Nazi"	"neo-nazi"	""	"Mississippi"	32.358503	-89.39	"(32.358503, -89.39)"	"Lake County, IL"
"162"	"Mary Noel Kershaw Foundation"	"Neo-Confederate"	"neo-confederate"	"Lobelville"	"Tennessee"	35.77	-87.78	"(35.77, -87.78)"	"Lake County, IL"
"162"	"Stahlhelm Records"	"Racist Music"	"racist-music"	"Milwaukee"	"Wisconsin"	43.03	-87.9	"(43.03, -87.9)"	"Lake County, IL"
"162"	"American Freedom Party"	"White Nationalist"	"white-nationalist"	""	"Wisconsin"	42.991356	-87.943283	"(42.991356, -87.943283)"	"Lake County, IL"
"162"	"Council of Conservative Citizens"	"White Nationalist"	"white-nationalist"	"Walthall"	"Mississippi"	33.60146	-89.272852	"(33.60146, -89.272852)"	"Lake County, IL"
"162"	"Samanta Roy Institute of Science and Technology"	"General Hate"	"other"	"Shawano"	"Wisconsin"	44.78	-88.6	"(44.78, -88.6)"	"Lake County, IL"
"162"	"American Freedom Party"	"White Nationalist"	"white-nationalist"	"Baldwyn"	"Mississippi"	34.509544	-88.633919	"(34.509544, -88.633919)"	"Lake County, IL"
"162"	"Loyal White Knights of the Ku Klux Klan"	"Ku Klux Klan"	"kkk"	""	"Alabama"	32.927396	-87.972681	"(32.927396, -87.972681)"	"Lake County, IL"
"162"	"Nation of Islam"	"Black Separatist"	"black-separatist"	"Milwaukee"	"Wisconsin"	43.127225	-87.943283	"(43.127225, -87.943283)"	"Lake County, IL"
"162"	"Mississippi White Knights of the Ku Klux Klan"	"Ku Klux Klan"	"kkk"	"Bruce"	"Mississippi"	33.992055	-89.348964	"(33.992055, -89.348964)"	"Lake County, IL"
"162"	"Creativity Movement"	"Neo-Nazi"	"neo-nazi"	"Bloomington"	"Illinois"	40.48	-88.99	"(40.48, -88.99)"	"Lake County, IL"
"162"	"Creativity Movement"	"Neo-Nazi"	"neo-nazi"	"Mountain"	"Wisconsin"	45.18	-88.47	"(45.18, -88.47)"	"Lake County, IL"
"162"	"New Order"	"Neo-Nazi"	"neo-nazi"	"Milwaukee"	"Wisconsin"	42.99801	-88.046089	"(42.99801, -88.046089)"	"Lake County, IL"
"162"	"Council of Conservative Citizens"	"White Nationalist"	"white-nationalist"	"Calhoun City"	"Mississippi"	33.855391	-89.311461	"(33.855391, -89.311461)"	"Lake County, IL"
"162"	"Pace Confederate Depot"	"Neo-Confederate"	"neo-confederate"	"Baldwyn"	"Mississippi"	34.509544	-88.635331	"(34.509544, -88.635331)"	"Lake County, IL"
"162"	"National Socialist Movement"	"Neo-Nazi"	"neo-nazi"	""	"Wisconsin"	43.78	-88.78	"(43.78, -88.78)"	"Lake County, IL"
"162"	"Aryan Strikeforce"	"Racist Skinhead"	"racist-skinhead"	""	"Illinois"	40.63	-89.39	"(40.63, -89.39)"	"Lake County, IL"
"162"	"Illinois Family Institute"	"Anti-LGBT"	"anti-lgbt"	"Carol Stream"	"Illinois"	41.92	-88.12	"(41.92, -88.12)"	"Lake County, IL"
"162"	"Crew 38"	"Racist Skinhead"	"racist-skinhead"	""	"Mississippi"	32.35	-89.396095	"(32.35, -89.396095)"	"Lake County, IL"
"162"	"American Family Association"	"Anti-LGBT"	"anti-lgbt"	"Tupelo"	"Mississippi"	34.25653	-88.724929	"(34.25653, -88.724929)"	"Lake County, IL"
"162"	"Divine International Church of the Web"	"Christian Identity"	"christian-identity"	"Morton"	"Illinois"	40.61	-89.45	"(40.61, -89.45)"	"Lake County, IL"
"162"	"Confederate Patriot Voters United"	"Neo-Confederate"	"neo-confederate"	"Baldwyn"	"Mississippi"	34.505991	-88.635331	"(34.505991, -88.635331)"	"Lake County, IL"
"162"	"World Congress of Families/Howard Center for Family Religion and Society"	"Anti-LGBT"	"anti-lgbt"	"Rockford"	"Illinois"	42.341	-89.084794	"(42.341, -89.084794)"	"Lake County, IL"
"162"	"European American Front"	"White Nationalist"	"white-nationalist"	"Baldwyn"	"Mississippi"	34.5	-88.63	"(34.5, -88.63)"	"Lake County, IL"
"162"	"United Northern and Southern Knights of the Ku Klux Klan"	"Ku Klux Klan"	"kkk"	"Chicago"	"Illinois"	41.947205	-87.746807	"(41.947205, -87.746807)"	"Lake County, IL"
"162"	"League of the South"	"Neo-Confederate"	"neo-confederate"	"Lobelville"	"Tennessee"	35.77201	-87.783912	"(35.77201, -87.783912)"	"Lake County, IL"
"162"	"White Boy Society"	"White Nationalist"	"white-nationalist"	""	"Illinois"	40.633757	-89.39	"(40.633757, -89.39)"	"Lake County, IL"
"163"	"New Black Panther Party"	"Black Separatist"	"black-separatist"	"Tampa"	"Florida"	27.950575	-82.457177	"(27.950575, -82.457177)"	"Lakeland-Winter Haven, FL"
"163"	"Bill Keller Ministries"	"General Hate"	"other"	"St. Petersburg"	"Florida"	27.813325	-82.729217	"(27.813325, -82.729217)"	"Lakeland-Winter Haven, FL"
"163"	"American Freedom Party"	"White Nationalist"	"white-nationalist"	"Lakewood Ranch"	"Florida"	27.446686	-82.377733	"(27.446686, -82.377733)"	"Lakeland-Winter Haven, FL"
"163"	"Ku Klos Knights of the Ku Klux Klan"	"Ku Klux Klan"	"kkk"	"Saint James City"	"Florida"	26.543329	-82.116955	"(26.543329, -82.116955)"	"Lakeland-Winter Haven, FL"
"163"	"Council of Conservative Citizens"	"White Nationalist"	"white-nationalist"	"Beverly Hills"	"Florida"	28.92	-82.459999	"(28.92, -82.459999)"	"Lakeland-Winter Haven, FL"
"163"	"Israelite Church of God in Jesus Christ"	"Black Separatist"	"black-separatist"	"Orlando"	"Florida"	28.458885	-81.394926	"(28.458885, -81.394926)"	"Lakeland-Winter Haven, FL"
"163"	"Vinlanders Florida"	"Racist Skinhead"	"racist-skinhead"	""	"Florida"	27.66	-81.516838	"(27.66, -81.516838)"	"Lakeland-Winter Haven, FL"
"163"	"League of the South"	"Neo-Confederate"	"neo-confederate"	"Jacksonville"	"Florida"	30.312149	-81.737552	"(30.312149, -81.737552)"	"Lakeland-Winter Haven, FL"
"163"	"Southern National Congress"	"Neo-Confederate"	"neo-confederate"	"Jacksonville"	"Florida"	30.306572	-81.72947	"(30.306572, -81.72947)"	"Lakeland-Winter Haven, FL"
"163"	"Crew 38"	"Racist Skinhead"	"racist-skinhead"	""	"Florida"	27.669542	-81.51	"(27.669542, -81.51)"	"Lakeland-Winter Haven, FL"
"163"	"Aryan Terror Brigade"	"Racist Skinhead"	"racist-skinhead"	""	"Florida"	27.66	-81.508598	"(27.66, -81.508598)"	"Lakeland-Winter Haven, FL"
"163"	"Aryan Strikeforce"	"Racist Skinhead"	"racist-skinhead"	""	"Florida"	27.653426	-81.51	"(27.653426, -81.51)"	"Lakeland-Winter Haven, FL"
"163"	"Kinist Institute"	"White Nationalist"	"white-nationalist"	"Orlando"	"Florida"	28.541665	-81.375686	"(28.541665, -81.375686)"	"Lakeland-Winter Haven, FL"
"163"	"Florida Family Association"	"General Hate"	"other"	"Tampa"	"Florida"	27.95	-82.459999	"(27.95, -82.459999)"	"Lakeland-Winter Haven, FL"
"163"	"Council of Conservative Citizens"	"White Nationalist"	"white-nationalist"	""	"Georgia"	33.046893	-81.99711	"(33.046893, -81.99711)"	"Lakeland-Winter Haven, FL"
"163"	"Confederate Hammerskins"	"Racist Skinhead"	"racist-skinhead"	"Orlando"	"Florida"	28.54864	-81.375686	"(28.54864, -81.375686)"	"Lakeland-Winter Haven, FL"
"163"	"Sharkhunters International"	"General Hate"	"other"	"Hernando"	"Florida"	28.899981	-82.37454	"(28.899981, -82.37454)"	"Lakeland-Winter Haven, FL"
"163"	"National Socialist Movement"	"Neo-Nazi"	"neo-nazi"	""	"Florida"	28.53	-81.37	"(28.53, -81.37)"	"Lakeland-Winter Haven, FL"
"163"	"Nationalist Coalition"	"Neo-Nazi"	"neo-nazi"	"St Petersburg"	"Florida"	27.77	-82.63	"(27.77, -82.63)"	"Lakeland-Winter Haven, FL"
"163"	"American Front"	"Racist Skinhead"	"racist-skinhead"	"Saint Cloud"	"Florida"	28.248901	-81.28118	"(28.248901, -81.28118)"	"Lakeland-Winter Haven, FL"
"163"	"Liberty Counsel"	"Anti-LGBT"	"anti-lgbt"	"Orlando"	"Florida"	28.566655	-81.389314	"(28.566655, -81.389314)"	"Lakeland-Winter Haven, FL"
"163"	"Confederate Hammerskins"	"Racist Skinhead"	"racist-skinhead"	"Ocala"	"Florida"	29.200179	-82.067952	"(29.200179, -82.067952)"	"Lakeland-Winter Haven, FL"
"163"	"Israelite Church of God in Jesus Christ"	"Black Separatist"	"black-separatist"	"Fort Myers"	"Florida"	26.510137	-81.94257	"(26.510137, -81.94257)"	"Lakeland-Winter Haven, FL"
"163"	"Die Auserwahlten"	"Racist Skinhead"	"racist-skinhead"	""	"Florida"	27.66	-81.495209	"(27.66, -81.495209)"	"Lakeland-Winter Haven, FL"
"163"	"Dove World Outreach Center"	"General Hate"	"other"	"Bradenton"	"Florida"	27.493378	-82.377733	"(27.493378, -82.377733)"	"Lakeland-Winter Haven, FL"
"163"	"Southern Nationalist Network"	"Neo-Confederate"	"neo-confederate"	"Aiken"	"South Carolina"	33.56	-81.71	"(33.56, -81.71)"	"Lakeland-Winter Haven, FL"
"163"	"New Black Panther Party"	"Black Separatist"	"black-separatist"	"Jacksonville"	"Florida"	30.37	-81.66	"(30.37, -81.66)"	"Lakeland-Winter Haven, FL"
"163"	"Aryan Nations OH"	"Neo-Nazi"	"neo-nazi"	""	"Florida"	27.66	-81.51	"(27.66, -81.51)"	"Lakeland-Winter Haven, FL"
"163"	"Nation of Islam"	"Black Separatist"	"black-separatist"	"Orlando"	"Florida"	28.577528	-81.438885	"(28.577528, -81.438885)"	"Lakeland-Winter Haven, FL"
"163"	"White Advocacy Movement"	"White Nationalist"	"white-nationalist"	"Unknown"	"Florida"	27.657683	-81.51	"(27.657683, -81.51)"	"Lakeland-Winter Haven, FL"
"163"	"Nation Of Islam"	"Black Separatist"	"black-separatist"	"Augusta"	"Georgia"	33.477583	-82.013465	"(33.477583, -82.013465)"	"Lakeland-Winter Haven, FL"
"163"	"Nation of Islam"	"Black Separatist"	"black-separatist"	"Saint Petersburg"	"Florida"	27.734624	-82.632137	"(27.734624, -82.632137)"	"Lakeland-Winter Haven, FL"
"163"	"Confederate Hammerskins"	"Racist Skinhead"	"racist-skinhead"	"Jacksonville"	"Florida"	30.33	-81.65	"(30.33, -81.65)"	"Lakeland-Winter Haven, FL"
"163"	"League of the South"	"Neo-Confederate"	"neo-confederate"	"Aiken"	"South Carolina"	33.560416	-81.719553	"(33.560416, -81.719553)"	"Lakeland-Winter Haven, FL"
"163"	"Insight USA"	"General Hate"	"other"	"Longwood"	"Florida"	28.690591	-81.408321	"(28.690591, -81.408321)"	"Lakeland-Winter Haven, FL"
"163"	"American Freedom Party"	"White Nationalist"	"white-nationalist"	"Bradenton"	"Florida"	27.390745	-82.459536	"(27.390745, -82.459536)"	"Lakeland-Winter Haven, FL"
"163"	"Creativity Alliance"	"Neo-Nazi"	"neo-nazi"	""	"Florida"	27.660116	-81.51	"(27.660116, -81.51)"	"Lakeland-Winter Haven, FL"
"163"	"Catholic Action Resource Center"	"Radical Traditional Catholicism"	"rad-trad-catholicism"	"Orlando"	"Florida"	28.568493	-81.253174	"(28.568493, -81.253174)"	"Lakeland-Winter Haven, FL"
"163"	"Aryan Nations LA"	"Neo-Nazi"	"neo-nazi"	"Bushnell"	"Florida"	28.66	-82.11	"(28.66, -82.11)"	"Lakeland-Winter Haven, FL"
"163"	"American College of Pediatricians"	"Anti-LGBT"	"anti-lgbt"	"Gainesville"	"Florida"	29.71	-82.4	"(29.71, -82.4)"	"Lakeland-Winter Haven, FL"
"163"	"Irving Books"	"Holocaust Denial"	"holocaust-denial"	"Key West"	"Florida"	24.556163	-81.804721	"(24.556163, -81.804721)"	"Lakeland-Winter Haven, FL"
"164"	"National Socialist Movement"	"Neo-Nazi"	"neo-nazi"	""	"Delaware"	39.15	-75.52	"(39.15, -75.52)"	"Lancaster, PA"
"164"	"New Black Panther Party"	"Black Separatist"	"black-separatist"	"Washington"	"District of Columbia"	38.956829	-77.013344	"(38.956829, -77.013344)"	"Lancaster, PA"
"164"	"ProEnglish"	"Anti-Immigrant"	"anti-immigrant"	"Arlington"	"Virginia"	38.89	-77.06	"(38.89, -77.06)"	"Lancaster, PA"
"164"	"Nation of Islam"	"Black Separatist"	"black-separatist"	"Wilmington"	"Delaware"	39.760071	-75.533492	"(39.760071, -75.533492)"	"Lancaster, PA"
"164"	"Nation of Islam"	"Black Separatist"	"black-separatist"	"Washington"	"District of Columbia"	38.869829	-76.960766	"(38.869829, -76.960766)"	"Lancaster, PA"
"164"	"Original Knight Riders Knights of the Ku Klux Klan (W. Va.)"	"Ku Klux Klan"	"kkk"	"Moyock"	"North Carolina"	36.524793	-76.178324	"(36.524793, -76.178324)"	"Lancaster, PA"
"164"	"Keystone State Skinheads"	"Racist Skinhead"	"racist-skinhead"	"Harrisburg"	"Pennsylvania"	40.268524	-76.88	"(40.268524, -76.88)"	"Lancaster, PA"
"164"	"As-Sabiqun"	"General Hate"	"other"	"Washington"	"District of Columbia"	38.896911	-77.03	"(38.896911, -77.03)"	"Lancaster, PA"
"164"	"Eastern Hammerskins"	"Racist Skinhead"	"racist-skinhead"	"Allentown"	"Pennsylvania"	40.6	-75.49	"(40.6, -75.49)"	"Lancaster, PA"
"164"	"Scott-Townsend Publishers"	"White Nationalist"	"white-nationalist"	"Washington"	"District of Columbia"	38.9	-77.02549	"(38.9, -77.02549)"	"Lancaster, PA"
"164"	"Israelite Church of God in Jesus Christ"	"Black Separatist"	"black-separatist"	"Washington"	"District of Columbia"	38.92	-76.99	"(38.92, -76.99)"	"Lancaster, PA"
"164"	"IHS Press"	"Radical Traditional Catholicism"	"rad-trad-catholicism"	"Norfolk"	"Virginia"	36.896331	-76.305418	"(36.896331, -76.305418)"	"Lancaster, PA"
"164"	"Reformation-Bible Puritan-Baptist Church"	"General Hate"	"other"	"Newmanstown"	"Pennsylvania"	40.349536	-76.213282	"(40.349536, -76.213282)"	"Lancaster, PA"
"164"	"Israelite Church of God in Jesus Christ"	"Black Separatist"	"black-separatist"	"Coatesville"	"Pennsylvania"	39.983161	-75.823835	"(39.983161, -75.823835)"	"Lancaster, PA"
"164"	"Southern National Congress"	"Neo-Confederate"	"neo-confederate"	"Alexandria"	"Virginia"	38.799972	-77.050689	"(38.799972, -77.050689)"	"Lancaster, PA"
"164"	"H.L. Mencken Club"	"White Nationalist"	"white-nationalist"	"Elizabethtown"	"Pennsylvania"	40.152871	-76.602745	"(40.152871, -76.602745)"	"Lancaster, PA"
